Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition
43,Male,Married,HR,Manager,2,18470.0,81,29,5,6,4.0,4.0,1,21,No,8,54,0,2,2,2,42,2,No
34,Male,Single,Sales,Analyst,4,7008.0,35,23,1,4,2.0,4.0,1,25,No,7,48,8,3,3,2,20,4,No
48,Male,Single,Sales,Executive,5,18954.0,92,1,12,0,3.0,3.0,1,48,No,2,32,3,3,2,4,7,2,No
27,Male,Divorced,IT,Assistant,5,10271.0,44,6,4,3,4.0,5.0,2,67,Yes,9,37,19,1,3,3,20,4,No
24,Female,Single,Sales,Analyst,3,8193.0,71,19,3,4,,5.0,2,5,No,5,38,1,2,1,2,19,4,No
48,Male,Single,IT,Assistant,4,10734.0,69,16,10,3,1.0,5.0,4,21,Yes,8,34,7,2,1,4,42,1,No
23,Male,Divorced,Marketing,Executive,2,17337.0,16,1,14,6,2.0,1.0,3,37,No,4,54,12,3,1,1,3,2,Yes
31,Female,Married,,Manager,5,6540.0,62,10,5,0,4.0,4.0,2,22,No,8,43,17,4,1,1,5,2,No
21,Male,Divorced,Finance,Manager,5,12225.0,36,2,8,8,3.0,1.0,3,63,Yes,2,49,5,1,2,3,6,3,Yes
46,Female,Divorced,Finance,Manager,1,10425.0,27,29,9,5,2.0,3.0,3,88,No,4,44,14,2,1,4,16,2,No
50,Male,Married,Finance,Assistant,2,,57,28,5,7,4.0,2.0,4,66,No,1,59,7,4,1,2,21,1,Yes
55,Female,Married,Finance,Analyst,1,5774.0,89,3,9,7,2.0,2.0,1,19,Yes,6,53,12,2,1,4,10,2,Yes
55,Male,Married,Finance,Manager,4,3475.0,88,7,10,8,3.0,5.0,2,32,No,2,53,4,4,3,1,45,1,No
45,Male,Divorced,Finance,Manager,5,,63,6,4,4,,4.0,4,19,Yes,4,57,12,1,1,4,49,4,No
46,Female,Married,Finance,Manager,4,13017.0,51,15,12,7,3.0,3.0,4,69,No,9,52,8,3,3,4,8,2,No
24,Male,Single,Finance,Manager,1,14948.0,49,2,5,7,,1.0,2,75,No,5,36,3,2,2,1,37,4,No
39,Male,Married,Finance,Executive,2,8023.0,33,28,13,5,,,4,43,No,4,34,18,1,4,1,46,4,No
30,Female,Single,Marketing,Executive,5,,42,21,11,9,4.0,,3,82,Yes,9,48,9,2,4,3,15,1,No
29,Male,Married,Finance,Analyst,2,8485.0,71,17,9,7,2.0,3.0,1,24,Yes,1,46,8,4,3,4,24,4,No
59,Male,Single,IT,Executive,4,,75,19,11,4,3.0,4.0,4,48,Yes,3,44,8,1,1,1,48,4,No
57,Female,Single,,Executive,3,16525.0,57,14,9,9,3.0,3.0,4,81,Yes,9,46,14,1,2,2,42,2,Yes
25,Female,Single,Sales,Executive,2,16246.0,74,17,2,7,3.0,2.0,4,14,Yes,2,44,5,3,2,1,5,4,No
27,Female,Single,HR,Assistant,2,,24,19,5,9,1.0,5.0,4,26,No,7,54,6,4,2,2,42,4,No
42,Female,Single,Marketing,Executive,2,13277.0,93,2,14,2,1.0,3.0,1,87,No,1,56,12,2,3,2,43,2,No
45,Female,Married,Finance,Assistant,5,8000.0,81,16,8,3,1.0,1.0,1,20,Yes,8,46,3,3,2,2,12,2,No
31,Male,Divorced,Marketing,Assistant,4,8214.0,38,20,1,2,1.0,2.0,1,78,Yes,4,30,0,3,1,4,29,4,Yes
45,Female,Divorced,HR,Executive,4,16859.0,88,21,4,4,3.0,3.0,3,25,Yes,2,42,8,3,2,3,18,3,Yes
32,Male,Divorced,HR,Assistant,5,14734.0,58,16,8,4,1.0,4.0,2,9,Yes,8,48,2,1,2,1,48,3,No
59,Female,Divorced,Finance,Manager,2,12792.0,44,3,10,4,3.0,3.0,2,66,No,6,30,2,2,4,4,37,2,No
37,Male,Divorced,Finance,Analyst,2,11098.0,59,26,12,1,4.0,5.0,4,92,Yes,8,47,3,3,4,2,44,1,No
44,Male,Single,IT,Executive,3,,74,14,2,8,4.0,2.0,1,37,Yes,5,50,8,2,4,3,3,2,No
52,Female,Married,HR,Executive,2,12878.0,67,21,1,6,,,4,54,No,1,30,9,2,1,4,44,3,No
59,Male,Single,Finance,Analyst,1,15315.0,39,27,12,7,2.0,5.0,4,68,Yes,5,43,17,1,2,2,45,3,No
31,Male,Married,HR,Executive,2,18012.0,90,7,6,1,,4.0,2,87,Yes,5,50,17,3,2,4,27,3,Yes
55,Female,Married,IT,Executive,3,5001.0,18,10,6,9,2.0,3.0,3,68,No,1,44,2,2,4,1,46,1,No
23,Female,Married,,Analyst,1,11326.0,98,29,1,9,,,4,31,No,3,41,19,1,1,2,22,2,No
24,Female,Married,HR,Assistant,3,4789.0,88,9,3,6,,2.0,4,89,Yes,7,45,1,1,4,1,6,2,No
56,Female,Divorced,IT,Manager,3,13734.0,45,8,10,2,4.0,3.0,3,47,No,7,54,4,1,1,1,41,4,No
27,Male,Married,IT,Assistant,4,16011.0,33,15,13,4,4.0,5.0,2,26,No,9,38,18,1,3,1,36,2,No
47,Male,Married,IT,Manager,5,,16,12,12,6,1.0,1.0,4,75,No,5,30,3,3,4,4,19,3,No
50,Male,Divorced,Marketing,Analyst,3,18374.0,18,28,8,8,4.0,1.0,4,31,No,8,40,17,3,3,1,48,3,No
28,Male,Single,Finance,Assistant,2,10062.0,93,6,14,9,4.0,1.0,3,35,Yes,8,50,16,2,4,1,40,2,No
48,Male,Single,,Assistant,4,14866.0,52,15,9,0,,5.0,1,54,Yes,8,59,11,4,1,2,26,2,No
33,Male,Single,Marketing,Manager,1,13219.0,47,15,12,5,,4.0,3,69,No,9,54,10,4,3,4,18,2,No
59,Female,Single,HR,Manager,5,12019.0,32,25,8,5,2.0,5.0,3,12,Yes,2,30,17,2,1,1,41,2,Yes
41,Male,Married,Marketing,Manager,4,10986.0,46,8,1,1,3.0,2.0,2,49,No,6,42,9,4,3,3,37,2,No
30,Male,Divorced,Finance,Manager,3,12535.0,91,12,11,9,1.0,1.0,4,94,No,9,40,1,4,3,1,30,2,No
42,Male,Divorced,IT,Executive,4,9396.0,94,20,13,8,,5.0,3,17,No,1,39,5,4,3,2,4,2,Yes
20,Female,Single,HR,Analyst,2,8576.0,47,27,4,4,4.0,,3,28,No,3,37,9,3,2,3,48,2,No
56,Female,Divorced,IT,Manager,2,16788.0,48,2,12,8,3.0,2.0,4,9,No,5,37,9,1,4,2,18,2,Yes
40,Female,Married,Finance,Assistant,2,,65,9,9,3,2.0,,4,38,No,7,57,5,2,2,4,16,1,No
45,Female,Single,HR,Assistant,5,11677.0,77,22,1,4,2.0,4.0,3,2,Yes,4,43,16,4,2,4,28,4,No
55,Male,Married,Sales,Assistant,4,,92,26,12,4,2.0,4.0,1,81,No,4,53,6,1,1,4,42,4,No
42,Male,Married,Sales,Manager,4,11133.0,61,8,14,4,4.0,1.0,1,47,No,7,34,12,4,3,3,33,1,No
20,Male,Married,Sales,Analyst,3,6801.0,80,8,11,8,,5.0,4,92,No,9,34,11,4,1,3,12,4,Yes
59,Female,Married,Finance,Executive,1,3211.0,27,4,4,0,4.0,3.0,2,41,No,8,55,2,3,1,2,2,2,No
34,Male,Married,Sales,Manager,2,7796.0,66,26,10,7,1.0,2.0,4,46,No,3,46,13,4,3,1,20,1,No
40,Male,Single,,Manager,1,11014.0,66,5,7,6,4.0,1.0,1,25,Yes,4,53,4,3,3,2,15,3,No
28,Male,Married,Sales,Executive,1,5661.0,57,17,14,0,1.0,2.0,3,31,No,1,47,7,2,3,4,44,3,No
28,Female,Single,HR,Analyst,2,15430.0,75,25,7,1,2.0,1.0,2,26,Yes,6,59,16,1,3,1,39,1,No
29,Female,Divorced,Finance,Manager,2,14548.0,95,7,7,0,1.0,,4,74,No,8,38,10,4,1,3,24,4,No
45,Female,Married,IT,Assistant,3,17159.0,17,1,10,3,3.0,2.0,3,69,Yes,1,38,2,3,2,3,34,2,No
54,Male,Married,Marketing,Assistant,5,10744.0,82,27,4,9,3.0,3.0,1,94,Yes,6,38,8,3,2,2,2,4,No
44,Male,Divorced,Sales,Manager,2,12925.0,73,10,8,8,2.0,,3,7,No,7,44,14,1,1,4,34,4,No
45,Male,Single,Marketing,Analyst,1,4551.0,68,26,3,0,2.0,4.0,2,87,Yes,3,40,18,4,2,4,28,4,No
30,Male,Married,IT,Assistant,3,12525.0,83,14,14,2,4.0,3.0,4,17,Yes,5,37,19,1,2,2,19,4,Yes
57,Female,Divorced,Finance,Assistant,4,12056.0,16,19,9,6,3.0,3.0,1,72,Yes,6,36,19,2,3,1,48,4,No
21,Male,Divorced,Finance,Executive,3,7617.0,82,9,6,3,2.0,4.0,1,21,No,7,44,1,3,3,3,32,2,Yes
26,Female,Married,IT,Analyst,2,4543.0,58,11,7,5,4.0,3.0,2,62,Yes,4,55,11,1,2,1,32,1,No
37,Male,Single,Marketing,Manager,2,8721.0,52,27,9,6,4.0,4.0,4,49,Yes,6,32,8,1,3,1,29,3,No
46,Female,Single,,Executive,5,11175.0,74,12,4,5,3.0,5.0,2,73,Yes,9,40,9,1,2,4,36,3,Yes
53,Male,Married,HR,Executive,3,,41,1,5,7,1.0,1.0,4,0,No,5,39,13,2,1,1,2,1,No
46,Male,Divorced,Finance,Executive,2,7320.0,29,22,1,1,4.0,5.0,2,2,No,2,45,18,3,2,4,44,1,No
36,Female,Married,IT,Analyst,1,13668.0,53,21,10,0,3.0,1.0,3,89,No,9,31,17,3,3,2,40,2,No
43,Female,Single,Marketing,Analyst,1,11593.0,52,20,8,6,4.0,1.0,4,55,No,6,38,13,2,3,1,38,1,Yes
44,Male,Divorced,Sales,Analyst,3,,68,17,2,2,4.0,,1,6,Yes,5,42,3,4,3,3,39,1,No
26,Male,Married,Marketing,Manager,5,14263.0,77,23,5,3,,,3,26,Yes,1,42,0,1,4,2,1,4,No
25,Male,Divorced,Sales,Analyst,3,,72,1,5,6,2.0,,3,14,No,6,51,6,4,1,4,24,4,No
43,Female,Single,HR,Executive,5,14893.0,76,1,10,1,2.0,4.0,3,86,Yes,8,49,7,1,1,2,9,3,No
52,Male,Single,HR,Assistant,1,12999.0,92,18,4,6,3.0,1.0,1,84,No,7,54,12,1,4,2,19,2,No
48,Female,Single,,Manager,2,12581.0,32,9,4,3,4.0,3.0,4,76,No,5,55,11,1,2,2,22,1,No
41,Male,Married,IT,Manager,4,8292.0,43,17,12,8,3.0,1.0,2,31,Yes,5,51,16,1,3,2,48,2,No
45,Male,Divorced,Sales,Manager,2,,85,24,2,0,4.0,2.0,1,48,No,2,59,6,4,4,1,31,1,No
47,Male,Married,Sales,Executive,1,14424.0,71,13,13,2,4.0,,3,83,No,8,43,17,1,4,3,25,4,No
40,Male,Married,Sales,Analyst,1,18076.0,38,17,3,7,2.0,4.0,2,68,Yes,7,50,18,2,1,1,12,1,No
26,Female,Married,Sales,Executive,2,8222.0,52,11,10,6,,,1,31,No,1,33,10,3,4,3,11,4,Yes
36,Female,Married,,Assistant,2,,20,17,2,1,4.0,2.0,2,52,No,7,53,5,3,3,1,23,4,No
39,Male,Divorced,IT,Analyst,1,8932.0,34,9,1,4,4.0,2.0,3,27,No,4,42,9,3,4,1,6,2,No
39,Male,Divorced,IT,Assistant,2,11440.0,56,24,4,6,1.0,4.0,2,91,No,6,32,12,3,2,2,15,1,No
41,Male,Married,Finance,Manager,4,6384.0,88,14,9,4,1.0,5.0,3,75,Yes,7,36,5,1,1,3,19,2,No
47,Female,Married,IT,Manager,4,16885.0,36,1,14,9,4.0,2.0,2,69,Yes,6,30,12,4,3,2,9,1,No
59,Male,Single,IT,Executive,3,6704.0,47,23,6,0,3.0,1.0,3,89,No,6,35,8,2,2,3,28,4,Yes
26,Female,Single,Marketing,Analyst,4,,60,8,8,4,1.0,3.0,2,80,No,5,38,13,2,3,2,30,4,No
20,Female,Divorced,Marketing,Manager,1,,68,2,2,9,4.0,5.0,1,35,No,4,51,11,3,2,3,26,3,No
51,Female,Single,Finance,Executive,1,13183.0,56,4,14,2,4.0,1.0,3,61,Yes,2,43,18,3,2,4,46,4,No
32,Female,Divorced,Sales,Assistant,3,17871.0,65,18,2,0,1.0,1.0,4,9,No,1,43,1,1,3,1,20,3,No
49,Male,Divorced,Finance,Executive,5,11692.0,82,13,2,9,4.0,5.0,2,89,Yes,4,32,6,1,2,2,45,1,No
42,Male,Divorced,Finance,Analyst,3,12353.0,99,14,11,3,3.0,3.0,4,79,Yes,1,49,15,4,2,2,36,2,No
38,Female,Single,HR,Analyst,5,18171.0,70,22,8,6,,5.0,4,95,Yes,9,39,19,1,2,2,30,3,No
51,Male,Single,IT,Analyst,5,5294.0,91,21,1,6,3.0,4.0,4,79,Yes,1,43,6,4,1,4,34,3,No
49,Male,Divorced,,Manager,2,18019.0,56,11,5,1,4.0,1.0,1,13,No,5,39,15,1,2,3,18,2,No
48,Male,Divorced,IT,Executive,4,,27,11,12,1,2.0,,2,24,Yes,2,40,6,4,1,3,3,3,Yes
48,Female,Married,Finance,Assistant,5,,68,21,4,0,,4.0,4,64,No,6,43,10,1,2,2,3,4,No
49,Male,Divorced,IT,Analyst,2,19358.0,26,28,11,1,1.0,4.0,1,38,No,8,40,13,2,2,1,27,2,No
35,Male,Divorced,,Executive,3,13635.0,49,8,1,8,,3.0,2,42,Yes,2,59,6,3,4,1,25,1,No
59,Male,Married,Sales,Manager,3,6131.0,97,12,12,8,4.0,1.0,4,79,Yes,7,54,10,4,2,4,12,4,No
38,Male,Divorced,Finance,Assistant,5,16891.0,23,29,10,6,3.0,4.0,1,96,Yes,4,58,12,2,3,4,44,3,No
37,Male,Divorced,Marketing,Assistant,2,14760.0,27,1,7,2,3.0,4.0,1,85,Yes,4,37,0,3,3,3,21,2,No
20,Male,Divorced,Sales,Assistant,1,6798.0,36,26,1,7,1.0,,2,91,No,6,41,8,3,4,3,42,4,Yes
33,Male,Married,Finance,Manager,4,,54,16,6,3,3.0,2.0,2,49,No,8,49,19,1,3,4,47,4,No
21,Male,Single,HR,Analyst,5,14481.0,50,18,12,4,3.0,1.0,1,22,Yes,7,52,19,1,1,4,28,4,No
47,Male,Divorced,Marketing,Manager,1,19209.0,55,1,1,9,1.0,4.0,3,1,No,6,59,3,3,4,2,45,2,No
49,Male,Married,Sales,Assistant,4,17019.0,21,20,11,4,3.0,,1,14,No,5,42,4,3,2,2,24,4,Yes
57,Female,Divorced,Finance,Executive,1,14413.0,69,18,13,1,4.0,2.0,2,43,Yes,6,59,0,1,3,2,13,2,No
23,Male,Married,Finance,Assistant,2,15788.0,89,10,13,8,4.0,2.0,1,43,No,7,55,19,2,2,1,12,2,Yes
20,Female,Divorced,,Executive,5,13009.0,93,11,9,5,3.0,5.0,1,62,No,9,41,11,1,2,3,11,2,No
27,Male,Married,HR,Manager,1,19244.0,27,23,3,5,1.0,3.0,3,36,Yes,2,46,3,3,2,2,20,3,No
48,Female,Single,Marketing,Manager,1,,34,16,12,0,1.0,5.0,3,4,Yes,2,56,0,3,2,2,32,2,No
58,Female,Single,Sales,Manager,1,,72,28,2,1,,2.0,2,31,No,9,42,9,1,1,2,31,3,No
22,Male,Single,Finance,Executive,5,10237.0,37,5,7,3,2.0,,3,86,No,6,39,6,4,3,4,24,3,Yes
51,Female,Divorced,Marketing,Manager,2,,67,21,1,7,2.0,5.0,4,22,Yes,9,35,7,1,1,4,14,3,No
29,Female,Married,Marketing,Analyst,2,7473.0,51,1,7,7,3.0,5.0,1,96,No,8,37,7,1,2,2,45,1,No
29,Female,Divorced,HR,Assistant,1,10179.0,34,18,9,8,,4.0,2,69,No,8,43,19,2,4,3,32,1,Yes
38,Male,Divorced,Finance,Analyst,2,12966.0,33,21,4,0,3.0,2.0,2,47,No,5,58,7,3,3,1,23,1,No
53,Female,Married,IT,Executive,4,3417.0,32,7,10,7,3.0,5.0,2,32,No,9,42,2,4,4,3,40,3,Yes
52,Female,Divorced,,Manager,2,3982.0,82,1,2,3,2.0,,3,19,Yes,2,50,6,1,3,4,19,4,No
42,Male,Married,,Assistant,1,12425.0,75,23,4,4,4.0,4.0,1,1,Yes,9,46,10,2,3,2,15,1,No
47,Female,Married,Marketing,Manager,4,7542.0,86,27,9,9,4.0,2.0,3,83,No,9,36,6,2,4,1,14,2,No
51,Female,Single,Marketing,Manager,5,15285.0,60,28,8,4,1.0,,1,86,Yes,3,47,5,1,2,3,19,2,No
26,Female,Single,Sales,Assistant,3,19216.0,62,2,12,6,1.0,1.0,2,89,No,9,40,17,4,1,4,13,2,No
48,Male,Single,IT,Assistant,2,,34,2,5,2,4.0,2.0,2,53,No,6,46,18,3,3,2,8,4,No
27,Female,Married,HR,Analyst,4,10632.0,86,25,8,4,2.0,5.0,1,25,No,3,41,10,4,4,3,46,1,No
20,Male,Single,Sales,Analyst,3,,83,16,7,6,4.0,1.0,2,1,Yes,2,58,7,2,2,2,4,4,No
22,Female,Married,Sales,Analyst,5,10105.0,48,8,4,5,4.0,2.0,4,65,Yes,5,33,14,1,2,1,31,1,No
43,Female,Divorced,IT,Analyst,3,,21,10,3,1,4.0,4.0,1,96,Yes,2,53,13,2,2,2,2,3,No
42,Female,Single,HR,Analyst,5,5471.0,64,20,1,7,3.0,2.0,3,73,No,8,50,12,3,2,1,30,2,No
27,Female,Married,HR,Executive,1,,67,16,14,8,1.0,4.0,1,27,No,8,42,7,4,2,1,36,2,No
56,Male,Married,Marketing,Executive,1,16082.0,87,5,14,8,3.0,2.0,4,14,No,7,55,2,2,3,1,19,1,No
22,Female,Married,HR,Manager,5,,25,25,3,8,,2.0,4,81,Yes,9,59,11,2,1,4,48,2,No
52,Male,Married,Sales,Manager,3,17787.0,90,4,8,1,2.0,5.0,4,90,Yes,5,56,2,3,3,2,19,2,No
47,Female,Single,Marketing,Analyst,2,12701.0,22,26,9,9,4.0,2.0,3,51,Yes,1,46,2,2,1,1,46,3,No
27,Male,Single,HR,Manager,3,,46,13,9,2,2.0,5.0,2,38,No,2,30,19,2,4,3,28,4,No
53,Female,Single,IT,Executive,3,15178.0,77,28,5,3,4.0,1.0,4,75,Yes,9,40,10,3,1,3,19,2,Yes
54,Female,Married,Sales,Executive,2,,69,8,4,1,4.0,,2,13,Yes,2,44,0,3,3,3,23,1,No
51,Male,Divorced,Finance,Manager,3,14049.0,73,13,6,5,2.0,5.0,1,30,No,3,42,15,2,1,3,44,1,No
43,Male,Married,IT,Analyst,3,13872.0,77,5,12,6,3.0,4.0,1,72,No,5,41,3,2,4,3,21,4,No
33,Male,Divorced,IT,Executive,4,4778.0,31,17,14,8,2.0,,1,45,No,8,36,9,3,2,4,27,1,No
51,Male,Single,HR,Assistant,5,14116.0,40,15,7,0,2.0,1.0,2,39,No,7,35,11,3,4,2,42,2,No
35,Female,Married,Marketing,Assistant,1,3272.0,65,7,14,6,2.0,4.0,1,58,Yes,3,39,17,3,1,3,45,3,No
23,Male,Married,Marketing,Manager,5,,47,10,6,4,3.0,,1,25,Yes,5,30,19,2,4,1,30,4,No
56,Male,Single,Sales,Analyst,3,,40,27,5,2,,4.0,3,90,Yes,1,38,10,2,4,4,43,2,No
40,Male,Married,HR,Manager,2,16270.0,36,27,13,4,4.0,3.0,2,15,Yes,9,50,19,2,2,1,33,2,No
33,Female,Divorced,Marketing,Analyst,2,6576.0,81,3,2,5,,5.0,1,1,No,7,41,15,3,3,2,3,1,No
50,Female,Divorced,Finance,Analyst,1,10628.0,92,23,3,3,3.0,2.0,4,80,Yes,3,30,19,3,4,1,21,4,No
37,Female,Divorced,HR,Assistant,1,15332.0,96,24,9,9,1.0,1.0,3,92,Yes,3,52,14,1,1,3,41,1,Yes
26,Female,Married,HR,Executive,1,17626.0,77,16,7,8,4.0,3.0,1,95,Yes,2,48,4,1,4,2,34,1,No
29,Male,Married,Marketing,Executive,2,4281.0,31,20,10,0,4.0,4.0,2,62,No,1,31,18,1,3,4,14,2,Yes
26,Female,Divorced,IT,Manager,3,19130.0,55,27,12,9,3.0,2.0,1,24,Yes,4,41,16,3,4,4,1,4,Yes
52,Male,Married,HR,Manager,1,,90,15,2,5,4.0,4.0,1,66,No,9,51,3,1,3,4,15,1,No
42,Female,Divorced,IT,Analyst,1,,53,6,12,9,4.0,4.0,2,40,Yes,5,39,18,1,3,3,3,1,No
40,Male,Single,Sales,Executive,2,13657.0,47,10,13,1,,4.0,3,54,Yes,7,47,0,2,2,4,48,4,No
38,Male,Divorced,Sales,Analyst,3,,46,7,1,6,1.0,1.0,2,98,Yes,7,51,3,2,4,3,5,4,No
38,Male,Single,Marketing,Assistant,1,4575.0,35,24,1,8,3.0,3.0,3,2,No,4,37,10,4,4,2,28,1,No
55,Male,Single,Sales,Assistant,3,12561.0,67,19,1,5,4.0,1.0,4,26,Yes,7,35,14,3,2,4,31,3,No
48,Male,Single,Marketing,Analyst,4,15094.0,78,23,14,9,3.0,2.0,4,13,No,7,39,10,4,3,1,10,2,No
37,Female,Divorced,Marketing,Analyst,1,11759.0,92,5,6,8,3.0,,2,32,No,7,40,6,2,3,3,46,1,No
21,Male,Divorced,IT,Analyst,1,15447.0,80,7,5,7,,2.0,4,84,Yes,5,43,19,2,1,1,5,2,Yes
20,Male,Married,IT,Analyst,2,17145.0,63,22,7,4,1.0,1.0,1,9,No,5,48,1,4,1,4,15,3,No
24,Male,Married,Sales,Analyst,4,17760.0,85,29,12,7,2.0,5.0,4,52,Yes,2,37,13,4,2,1,31,3,No
39,Male,Single,IT,Assistant,4,,93,21,5,4,2.0,5.0,2,80,Yes,5,32,5,2,1,4,40,2,No
30,Female,Divorced,HR,Assistant,4,6187.0,45,3,9,7,1.0,3.0,2,70,Yes,2,31,4,1,4,3,19,3,No
21,Female,Married,Finance,Assistant,5,19982.0,55,26,1,6,2.0,5.0,2,90,No,2,48,0,1,1,2,28,1,Yes
22,Male,Married,,Manager,2,16618.0,86,2,9,4,3.0,4.0,2,94,Yes,9,34,4,1,1,4,28,3,No
42,Male,Married,HR,Assistant,2,11235.0,85,19,12,7,,5.0,3,39,No,3,53,12,2,2,2,12,4,No
31,Male,Divorced,Marketing,Executive,1,17930.0,50,2,4,5,2.0,5.0,3,97,No,6,39,9,4,2,2,19,3,No
39,Male,Married,,Executive,2,16299.0,88,19,10,6,1.0,4.0,2,23,Yes,7,58,14,1,4,1,21,3,Yes
24,Female,Single,Marketing,Analyst,1,17034.0,53,18,7,4,4.0,4.0,4,9,Yes,4,30,18,2,4,3,3,2,No
56,Female,Divorced,IT,Assistant,1,9152.0,55,1,2,7,4.0,2.0,3,48,No,6,45,11,3,2,4,4,1,No
57,Male,Married,IT,Analyst,5,19356.0,55,9,3,7,4.0,,2,27,No,7,44,2,2,1,4,49,1,No
49,Male,Married,Finance,Analyst,2,4883.0,19,26,4,0,3.0,3.0,1,32,Yes,6,35,11,1,2,2,46,3,No
28,Male,Divorced,Sales,Executive,2,9870.0,99,21,5,7,2.0,4.0,2,46,Yes,4,41,7,1,4,3,3,2,No
53,Male,Married,IT,Executive,5,5162.0,20,16,12,9,2.0,3.0,4,12,Yes,4,38,11,1,4,4,29,4,No
54,Male,Married,,Analyst,5,18861.0,76,25,2,7,,2.0,2,43,Yes,3,53,13,2,4,2,39,4,No
41,Female,Single,Finance,Executive,2,15675.0,30,8,7,6,,5.0,2,92,Yes,5,47,6,4,3,1,10,1,No
43,Female,Divorced,,Analyst,2,9582.0,94,23,6,5,2.0,,1,26,Yes,1,53,10,2,1,1,35,1,No
36,Male,Married,IT,Analyst,1,,33,28,9,9,2.0,1.0,1,74,No,7,35,2,2,1,1,42,3,Yes
29,Female,Divorced,IT,Analyst,3,16630.0,97,22,7,2,3.0,4.0,1,73,Yes,9,50,18,3,3,3,3,4,No
49,Female,Divorced,Marketing,Manager,1,5982.0,51,11,10,6,,,3,28,No,3,58,3,1,4,4,16,4,No
42,Female,Single,Marketing,Executive,4,6515.0,78,16,10,3,1.0,1.0,4,77,No,8,41,8,4,2,4,38,4,Yes
51,Male,Single,HR,Executive,4,10827.0,73,20,14,7,2.0,3.0,1,84,No,5,59,11,3,3,4,30,4,No
36,Female,Divorced,Finance,Assistant,3,19411.0,83,26,2,4,4.0,5.0,1,39,No,2,47,14,2,3,2,26,2,Yes
36,Female,Single,Sales,Executive,5,3635.0,87,10,3,2,1.0,4.0,1,88,No,1,31,6,3,3,4,1,3,Yes
33,Male,Single,Sales,Assistant,4,16709.0,99,23,3,5,4.0,3.0,1,6,No,9,45,19,1,3,2,16,4,Yes
28,Female,Married,Finance,Analyst,5,13316.0,21,16,8,5,,1.0,4,78,Yes,5,44,14,1,4,3,19,2,No
59,Male,Single,HR,Manager,5,3586.0,56,13,8,5,2.0,3.0,3,71,No,4,40,9,4,4,1,12,4,No
21,Female,Single,Marketing,Analyst,1,6622.0,39,7,3,7,3.0,5.0,4,85,No,1,51,15,2,4,4,5,3,No
44,Male,Married,Marketing,Analyst,5,15521.0,70,1,8,0,2.0,3.0,3,76,Yes,1,31,18,1,4,1,24,1,No
58,Male,Married,,Analyst,3,15201.0,61,14,5,9,2.0,4.0,4,38,No,9,30,3,3,3,2,22,4,No
28,Female,Divorced,Sales,Assistant,1,6470.0,99,9,11,0,2.0,1.0,3,24,No,3,34,10,3,1,3,11,4,No
41,Female,Single,Sales,Manager,3,9900.0,91,14,13,9,4.0,,4,27,Yes,6,36,18,3,3,3,26,2,Yes
23,Male,Married,HR,Analyst,5,11582.0,64,4,4,6,1.0,,4,50,Yes,4,34,12,1,4,2,21,4,Yes
45,Male,Single,Sales,Assistant,4,13135.0,99,23,12,2,2.0,2.0,1,79,Yes,9,32,12,4,3,1,45,2,No
48,Female,Divorced,IT,Analyst,5,9132.0,88,9,11,7,3.0,5.0,4,70,Yes,3,31,7,4,1,3,49,1,No
53,Female,Single,Sales,Manager,3,5637.0,47,2,4,2,2.0,4.0,4,48,Yes,9,57,17,4,4,2,9,3,No
42,Female,Single,Marketing,Analyst,2,,40,29,4,5,4.0,1.0,4,56,No,7,48,3,4,4,3,25,4,Yes
56,Female,Single,HR,Analyst,2,9258.0,31,24,1,0,1.0,3.0,3,69,Yes,3,51,5,1,3,3,31,1,No
30,Male,Married,Finance,Executive,4,10906.0,35,11,11,1,2.0,2.0,4,14,No,7,53,14,4,4,2,45,1,No
25,Male,Married,Finance,Assistant,3,16439.0,16,20,7,6,1.0,5.0,2,98,No,1,51,19,1,3,3,3,1,No
37,Male,Divorced,HR,Manager,4,,93,14,11,5,4.0,4.0,3,1,No,1,59,13,2,1,3,25,1,No
40,Female,Single,IT,Assistant,1,6538.0,58,4,10,0,1.0,2.0,4,11,Yes,3,54,4,1,1,3,38,2,No
55,Female,Divorced,,Executive,5,18191.0,80,3,10,9,2.0,5.0,3,77,No,6,59,8,4,2,2,25,3,No
57,Male,Divorced,Marketing,Analyst,1,5747.0,85,10,4,6,4.0,1.0,3,52,No,6,54,7,2,3,1,28,3,Yes
53,Male,Married,Finance,Manager,2,14726.0,50,20,2,3,1.0,4.0,1,59,No,6,32,11,4,2,1,9,1,No
36,Male,Single,Finance,Manager,5,,60,25,1,0,2.0,1.0,4,65,No,2,36,4,4,3,1,31,2,No
56,Male,Single,Marketing,Assistant,1,17558.0,64,1,3,8,4.0,,1,42,Yes,5,53,1,1,4,3,23,2,Yes
44,Male,Divorced,Sales,Analyst,2,11065.0,81,9,1,2,,3.0,3,33,Yes,3,32,11,2,2,4,9,2,No
57,Male,Single,IT,Executive,1,,17,13,11,8,2.0,3.0,1,27,Yes,1,43,0,1,2,1,19,1,No
